species_scientific,age_years,dbh_cm,height_m,source_for_growth
Tectona grandis,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,5,12.92,6.77,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,6,14.54,7.7,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,7,15.92,8.52,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,8,17.12,9.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,9,18.14,9.91,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,10,19.03,10.48,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,11,19.79,10.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,12,20.45,11.45,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,13,21.01,11.85,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,14,21.5,12.2,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,15,21.91,12.52,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,16,22.27,12.8,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,17,22.58,13.05,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,18,22.85,13.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,19,23.08,13.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,20,23.28,13.64,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,21,23.45,13.79,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,22,23.59,13.93,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,23,23.72,14.05,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,24,23.83,14.16,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,25,23.92,14.25,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,26,24.0,14.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,27,24.07,14.41,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,28,24.13,14.48,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,29,24.18,14.54,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia fistula,30,24.22,14.59,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,1,4.4,2.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,2,8.2,5.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,3,11.46,7.56,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,4,14.27,9.53,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,5,16.69,11.28,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,6,18.77,12.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,7,20.56,14.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,8,22.1,15.43,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,9,23.42,16.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,10,24.57,17.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,11,25.55,18.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,12,26.4,19.08,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,13,27.12,19.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,14,27.75,20.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,15,28.29,20.87,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,16,28.75,21.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,17,29.15,21.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,18,29.5,22.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,19,29.79,22.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,20,30.05,22.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,21,30.27,22.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,22,30.46,23.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,23,30.62,23.42,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,24,30.76,23.6,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,25,30.88,23.76,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,26,30.98,23.9,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,27,31.07,24.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,28,31.15,24.13,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,29,31.21,24.23,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Albizia lebbeck,30,31.27,24.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,1,3.05,1.36,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,2,5.68,2.56,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,3,7.94,3.63,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,4,9.89,4.57,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,5,11.56,5.41,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,6,13.0,6.16,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,7,14.24,6.82,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,8,15.31,7.41,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,9,16.23,7.92,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,10,17.02,8.39,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,11,17.7,8.79,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,12,18.29,9.16,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,13,18.79,9.48,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,14,19.23,9.76,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,15,19.6,10.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,16,19.92,10.24,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,17,20.2,10.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,18,20.44,10.62,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,19,20.64,10.77,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,20,20.82,10.91,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,21,20.97,11.03,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,22,21.1,11.14,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,23,21.21,11.24,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,24,21.31,11.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,25,21.39,11.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,26,21.47,11.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,27,21.53,11.53,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,28,21.58,11.58,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,29,21.63,11.63,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ziziphus mauritiana,30,21.67,11.67,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,1,3.74,2.04,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,2,6.95,3.84,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,3,9.72,5.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,4,12.11,6.86,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,5,14.16,8.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,6,15.92,9.24,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,7,17.44,10.23,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,8,18.75,11.11,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,9,19.88,11.89,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,10,20.85,12.58,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,11,21.68,13.19,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,12,22.4,13.74,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,13,23.02,14.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,14,23.55,14.65,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,15,24.0,15.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,16,24.4,15.36,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,17,24.74,15.66,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,18,25.03,15.92,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,19,25.28,16.16,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,20,25.5,16.37,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,21,25.68,16.55,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,22,25.84,16.72,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,23,25.98,16.86,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,24,26.1,16.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,25,26.2,17.1,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,26,26.29,17.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,27,26.37,17.3,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,28,26.43,17.37,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,29,26.49,17.45,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cassia siamea,30,26.53,17.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,1,3.94,2.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,2,7.33,4.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,3,10.25,6.05,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,4,12.76,7.62,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,5,14.92,9.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,6,16.78,10.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,7,18.39,11.37,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,8,19.77,12.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,9,20.95,13.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,10,21.97,13.98,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,11,22.85,14.66,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,12,23.61,15.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,13,24.26,15.8,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,14,24.82,16.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,15,25.3,16.69,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,16,25.72,17.07,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,17,26.08,17.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,18,26.38,17.69,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,19,26.65,17.95,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,20,26.88,18.19,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,21,27.07,18.39,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,22,27.24,18.57,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,23,27.39,18.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,24,27.51,18.88,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,25,27.62,19.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,26,27.71,19.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,27,27.79,19.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,28,27.86,19.31,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,29,27.92,19.38,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Anthocephalus cadamba,30,27.97,19.45,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,1,3.74,2.04,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,2,6.95,3.84,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,3,9.72,5.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,4,12.11,6.86,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,5,14.16,8.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,6,15.92,9.24,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,7,17.44,10.23,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,8,18.75,11.11,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,9,19.88,11.89,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,10,20.85,12.58,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,11,21.68,13.19,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,12,22.4,13.74,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,13,23.02,14.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,14,23.55,14.65,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,15,24.0,15.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,16,24.4,15.36,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,17,24.74,15.66,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,18,25.03,15.92,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,19,25.28,16.16,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,20,25.5,16.37,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,21,25.68,16.55,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,22,25.84,16.72,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,23,25.98,16.86,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,24,26.1,16.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,25,26.2,17.1,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,26,26.29,17.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,27,26.37,17.3,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,28,26.43,17.37,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,29,26.49,17.45,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Peltophorum pterocarpum,30,26.53,17.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,1,3.05,1.36,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,2,5.68,2.56,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,3,7.94,3.63,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,4,9.89,4.57,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,5,11.56,5.41,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,6,13.0,6.16,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,7,14.24,6.82,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,8,15.31,7.41,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,9,16.23,7.92,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,10,17.02,8.39,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,11,17.7,8.79,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,12,18.29,9.16,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,13,18.79,9.48,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,14,19.23,9.76,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,15,19.6,10.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,16,19.92,10.24,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,17,20.2,10.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,18,20.44,10.62,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,19,20.64,10.77,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,20,20.82,10.91,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,21,20.97,11.03,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,22,21.1,11.14,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,23,21.21,11.24,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,24,21.31,11.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,25,21.39,11.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,26,21.47,11.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,27,21.53,11.53,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,28,21.58,11.58,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,29,21.63,11.63,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Saraca asoca,30,21.67,11.67,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,1,4.4,2.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,2,8.2,5.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,3,11.46,7.56,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,4,14.27,9.53,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,5,16.69,11.28,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,6,18.77,12.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,7,20.56,14.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,8,22.1,15.43,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,9,23.42,16.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,10,24.57,17.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,11,25.55,18.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,12,26.4,19.08,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,13,27.12,19.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,14,27.75,20.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,15,28.29,20.87,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,16,28.75,21.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,17,29.15,21.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,18,29.5,22.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,19,29.79,22.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,20,30.05,22.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,21,30.27,22.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,22,30.46,23.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,23,30.62,23.42,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,24,30.76,23.6,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,25,30.88,23.76,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,26,30.98,23.9,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,27,31.07,24.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,28,31.15,24.13,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,29,31.21,24.23,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Cocos nucifera,30,31.27,24.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,1,3.94,2.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,2,7.33,4.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,3,10.25,6.05,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,4,12.76,7.62,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,5,14.92,9.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,6,16.78,10.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,7,18.39,11.37,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,8,19.77,12.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,9,20.95,13.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,10,21.97,13.98,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,11,22.85,14.66,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,12,23.61,15.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,13,24.26,15.8,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Areca catechu,14,24.82,16.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
